Playlist ID,Genre,Track ID,Track Position,Track Name,Track Added At,Track Popularity,Track Duration,Available Markets,Album,Album Type,Artist,Release Date,Key,Mode,Time Signature,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Valence,Tempo,Date Sourced
37i9dQZF1DXcBWIGoYBM5M,Pop,5T490vvoFNU6psep0NPmxs,1,Savage Love (Laxed - Siren Beat),2020-07-01T19:05:02Z,83,171374,78,Savage Love (Laxed - Siren Beat),single,|Jawsh 685|Jason Derulo,6/9/2020,3,1,4,0.243,0.795,0.48,0,0.271,-8.556,0.0688,0.723,149.919,7/1/2020
37i9dQZF1DXcBWIGoYBM5M,Pop,7ytR5pFWmSjzHJIeQkgog4,2,ROCKSTAR (feat. Roddy Ricch),2020-07-01T19:05:02Z,100,181733,79,BLAME IT ON BABY,album,|DaBaby|Roddy Ricch,4/17/2020,11,1,4,0.247,0.746,0.69,0,0.101,-7.956,0.164,0.497,89.977,7/1/2020
37i9dQZF1DXcBWIGoYBM5M,Pop,6UelLqGlWMcVH1E5c4H7lY,3,Watermelon Sugar,2020-07-01T19:05:02Z,93,174000,79,Fine Line,album,|Harry Styles,12/13/2019,0,1,4,0.122,0.548,0.816,0,0.335,-4.209,0.0465,0.557,95.39,7/1/2020
37i9dQZF1DXcBWIGoYBM5M,Pop,3H7ihDc1dqLriiWXwsc2po,4,Breaking Me,2020-07-01T19:05:02Z,94,166793,79,Breaking Me,single,|Topic|A7S,12/19/2019,8,0,4,0.223,0.789,0.72,0,0.129,-5.652,0.218,0.664,122.031,7/1/2020
37i9dQZF1DXcBWIGoYBM5M,Pop,5RqR4ZCCKJDcBLIn4sih9l,5,Party Girl,2020-07-01T19:05:02Z,95,147800,79,Party Girl,single,|StaySolidRocky,4/21/2020,6,0,4,0.749,0.728,0.431,0,0.0996,-9.966,0.0622,0.629,130.022,7/1/2020
37i9dQZF1DXcBWIGoYBM5M,Pop,1raaNykBg1bDnWENUiglUA,6,Break My Heart,2020-07-01T19:05:02Z,89,221820,74,Break My Heart,single,|Dua Lipa,3/25/2020,4,0,4,0.167,0.73,0.729,1.39E-06,0.349,-3.434,0.0886,0.467,113.012,7/1/2020
37i9dQZF1DXcBWIGoYBM5M,Pop,24ySl2hOPGCDcxBxFIqWBu,7,Rain On Me (with Ariana Grande),2020-07-01T19:05:02Z,94,182200,78,Rain On Me (with Ariana Grande),single,|Lady Gaga|Ariana Grande,5/22/2020,9,1,4,0.021,0.672,0.855,0,0.323,-3.764,0.0397,0.646,123.056,7/1/2020
37i9dQZF1DXcBWIGoYBM5M,Pop,5v4GgrXPMghOnBBLmveLac,8,Savage Remix (feat. Beyoncé),2020-07-01T19:05:02Z,92,242000,79,Savage Remix (feat. Beyoncé),single,|Megan Thee Stallion|Beyoncé,4/29/2020,10,0,4,0.016,0.822,0.743,0,0.127,-4.772,0.28,0.636,84.459,7/1/2020
37i9dQZF1DXcBWIGoYBM5M,Pop,3vAn0qZzdyuHamcrpkfiX3,9,How You Like That,2020-07-01T19:05:02Z,84,181263,57,How You Like That,single,|BLACKPINK,6/26/2020,11,1,4,0.0748,0.827,0.776,2.29E-05,0.0585,-4.015,0.0778,0.348,130.017,7/1/2020
37i9dQZF1DXcBWIGoYBM5M,Pop,24Yi9hE78yPEbZ4kxyoXAI,10,Roses - Imanbek Remix,2020-07-01T19:05:02Z,97,176840,70,Roses (Imanbek Remix),single,|SAINt JHN|Imanbek,10/9/2019,8,1,4,0.0167,0.77,0.724,0.0107,0.353,-5.484,0.0495,0.898,121.975,7/1/2020
37i9dQZF1DXcBWIGoYBM5M,Pop,62aP9fBQKYKxi7PDXwcUAS,11,ily (i love you baby) (feat. Emilee),2020-07-01T19:05:02Z,95,176546,79,ily (i love you baby) (feat. Emilee),single,|Surf Mesa|Emilee,11/26/2019,11,0,4,0.0686,0.674,0.774,0.00188,0.393,-7.567,0.0892,0.33,112.05,7/1/2020
37i9dQZF1DXcBWIGoYBM5M,Pop,4nK5YrxbMGZstTLbvj6Gxw,12,Supalonely,2020-07-01T19:05:02Z,94,223480,79,STELLA & STEVE,single,|BENEE|Gus Dapperton,11/15/2019,7,1,4,0.305,0.863,0.631,3.04E-05,0.123,-4.689,0.0534,0.817,128.977,7/1/2020
37i9dQZF1DXcBWIGoYBM5M,Pop,4HBZA5flZLE435QTztThqH,13,Stuck with U (with Justin Bieber),2020-07-01T19:05:02Z,94,228482,79,Stuck with U,single,|Ariana Grande|Justin Bieber,5/8/2020,8,1,3,0.223,0.597,0.45,0,0.382,-6.658,0.0418,0.537,178.765,7/1/2020
37i9dQZF1DXcBWIGoYBM5M,Pop,127QTOFJsJQp5LbJbu3A1y,14,Toosie Slide,2020-07-01T19:05:02Z,94,247058,79,Toosie Slide,single,|Drake,4/3/2020,1,0,4,0.321,0.834,0.454,6.15E-06,0.114,-9.75,0.201,0.837,81.618,7/1/2020
37i9dQZF1DXcBWIGoYBM5M,Pop,0sf12qNH5qcw8qpgymFOqD,15,Blinding Lights,2020-07-01T19:05:02Z,70,201573,0,Blinding Lights,single,|The Weeknd,11/29/2019,1,1,4,0.00147,0.513,0.796,0.000209,0.0938,-4.075,0.0629,0.345,171.017,7/1/2020
37i9dQZF1DXcBWIGoYBM5M,Pop,3Z8FwOEN59mRMxDCtb8N0A,16,Be Kind (with Halsey),2020-07-01T19:05:02Z,91,172761,79,Be Kind (with Halsey),single,|Marshmello|Halsey,5/1/2020,4,1,4,0.00776,0.63,0.633,0,0.0541,-7.088,0.0457,0.452,93.995,7/1/2020
37i9dQZF1DXcBWIGoYBM5M,Pop,2MbdDtCv5LUVjYy9RuGTgC,17,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",2020-07-01T19:05:02Z,81,227478,79,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix]",single,|Jack Harlow|Tory Lanez|DaBaby|Lil Wayne,6/24/2020,11,0,4,0.0631,0.904,0.723,0,0.185,-5.224,0.26,0.835,145.013,7/1/2020
37i9dQZF1DXcBWIGoYBM5M,Pop,364dI1bYnvamSnBJ8JcNzN,18,Intentions,2020-07-01T19:05:02Z,89,212868,78,Intentions,single,|Justin Bieber|Quavo,2/7/2020,9,1,4,0.317,0.811,0.553,0,0.105,-6.644,0.0552,0.86,148.014,7/1/2020
37i9dQZF1DXcBWIGoYBM5M,Pop,7xbWAw3LMgRMn4omR5yVn3,19,Lose Somebody,2020-07-01T19:05:02Z,88,199549,79,Lose Somebody,single,|Kygo|OneRepublic,5/15/2020,1,1,4,0.344,0.58,0.586,0,0.0755,-6.883,0.0357,0.507,147.988,7/1/2020
37i9dQZF1DXcBWIGoYBM5M,Pop,76nqCfJOcFFWBJN32PAksn,20,Kings & Queens,2020-07-01T19:05:02Z,90,162398,79,Kings & Queens,single,|Ava Max,3/12/2020,1,0,4,0.00775,0.638,0.688,0,0.126,-4.056,0.0407,0.434,129.856,7/1/2020
37i9dQZF1DXcBWIGoYBM5M,Pop,14wf185UxfNbSy8dwt4r4q,21,MAMACITA,2020-07-01T19:05:02Z,90,249142,75,MAMACITA,single,|Black Eyed Peas|Ozuna|J. Rey Soul,4/10/2020,2,1,4,0.193,0.894,0.635,0.00105,0.0823,-6.929,0.0473,0.428,105.013,7/1/2020
37i9dQZF1DXcBWIGoYBM5M,Pop,1Cv1YLb4q0RzL6pybtaMLo,22,Sunday Best,2020-07-01T19:05:02Z,93,158571,79,Where the Light Is,album,|Surfaces,1/6/2019,5,1,4,0.183,0.878,0.525,0,0.0714,-6.832,0.0578,0.694,112.022,7/1/2020
37i9dQZF1DXcBWIGoYBM5M,Pop,7eJMfftS33KTjuF7lTsMCx,23,death bed (coffee for your head) (feat. beabadoobee),2020-07-01T19:05:02Z,97,173333,79,death bed (coffee for your head) (feat. beabadoobee),single,|Powfu|beabadoobee,2/8/2020,8,0,4,0.731,0.726,0.431,0,0.696,-8.765,0.135,0.348,144.026,7/1/2020
37i9dQZF1DXcBWIGoYBM5M,Pop,4DpNNXFMMxQEKl7r0ykkWA,24,Play Date,2020-07-01T19:05:02Z,91,179867,70,Cry Baby (Deluxe Edition),album,|Melanie Martinez,8/14/2015,5,1,4,0.612,0.68,0.729,0,0.224,-5.077,0.0475,0.446,123.97,7/1/2020
37i9dQZF1DXcBWIGoYBM5M,Pop,2qzUpSVI4NnPyWxbXwumTj,25,BLACK PARADE,2020-07-01T19:05:02Z,81,281272,79,BLACK PARADE,single,|Beyoncé,6/19/2020,1,1,4,0.00337,0.824,0.555,6.42E-06,0.217,-5.817,0.05,0.0611,120.002,7/1/2020
37i9dQZF1DXcBWIGoYBM5M,Pop,7szuecWAPwGoV1e5vGu8tl,26,In Your Eyes,2020-07-01T19:05:02Z,91,237520,79,After Hours,album,|The Weeknd,3/20/2020,7,0,4,0.00285,0.667,0.719,8.10E-05,0.0736,-5.371,0.0346,0.717,100.021,7/1/2020
37i9dQZF1DXcBWIGoYBM5M,Pop,4slSrbTK1sNK4I1mDYEthf,27,Rover (feat. DTG),2020-07-01T19:05:02Z,87,167916,79,Rover (feat. DTG),single,|S1mba|DTG,3/4/2020,11,0,5,0.496,0.613,0.624,0,0.283,-6.66,0.206,0.804,62.948,7/1/2020
37i9dQZF1DXcBWIGoYBM5M,Pop,66W1rVTnEv86dIkFhoiElg,28,Secrets,2020-07-01T19:05:02Z,86,176766,79,Secrets,single,|Regard|RAYE,4/24/2020,6,0,4,0.0412,0.848,0.768,0.000785,0.195,-5.386,0.0373,0.777,118.961,7/1/2020
37i9dQZF1DXcBWIGoYBM5M,Pop,3Dv1eDb0MEgF93GpLXlucZ,29,Say So,2020-07-01T19:05:02Z,92,237893,79,Hot Pink,album,|Doja Cat,11/7/2019,11,0,4,0.256,0.787,0.673,3.57E-06,0.0904,-4.577,0.158,0.786,110.962,7/1/2020
37i9dQZF1DXcBWIGoYBM5M,Pop,6gxKUmycQX7uyMwJcweFjp,30,We Paid (feat. 42 Dugg),2020-07-01T19:05:02Z,83,181929,79,My Turn (Deluxe),album,|Lil Baby|42 Dugg,5/1/2020,1,1,4,0.135,0.926,0.542,0,0.0877,-5.064,0.293,0.564,135.14,7/1/2020
37i9dQZF1DXcBWIGoYBM5M,Pop,6wJYhPfqk3KGhHRG76WzOh,31,Blueberry Faygo,2020-07-01T19:05:02Z,91,162546,79,Blueberry Faygo,single,|Lil Mosey,2/7/2020,0,1,4,0.207,0.774,0.554,0,0.132,-7.909,0.0383,0.349,99.034,7/1/2020
37i9dQZF1DXcBWIGoYBM5M,Pop,2LUdpPCiiza6UQugipjMeS,32,Stunnin',2020-07-01T19:05:02Z,82,144013,0,Stunnin',single,|Curtis Waters|Harm Franklin,5/19/2020,11,0,4,0.329,0.906,0.604,0,0.255,-8.332,0.0746,0.899,99.996,7/1/2020
37i9dQZF1DXcBWIGoYBM5M,Pop,7C1trmcQQ5n5RNy4l6ziCv,33,Some Say - Felix Jaehn Remix,2020-07-01T19:05:02Z,86,186878,79,Some Say (Felix Jaehn Remix),single,|Nea|Felix Jaehn,1/10/2020,6,1,4,0.406,0.682,0.7,0,0.174,-5.591,0.0397,0.637,120.03,7/1/2020
37i9dQZF1DXcBWIGoYBM5M,Pop,6WrI0LAC5M1Rw2MnX2ZvEg,34,Don't Start Now,2020-07-01T19:05:02Z,92,183290,74,Don't Start Now,single,|Dua Lipa,10/31/2019,11,0,4,0.0125,0.794,0.793,0,0.0952,-4.521,0.0842,0.677,123.941,7/1/2020
37i9dQZF1DXcBWIGoYBM5M,Pop,2t7D3y0jvYjR8IP9Bosyew,35,GO (feat. Juice WRLD),2020-07-01T19:05:02Z,85,183947,79,GO (feat. Juice WRLD),single,|The Kid LAROI|Juice WRLD,6/12/2020,6,1,4,0.185,0.544,0.744,0,0.336,-5.007,0.0889,0.572,73.699,7/1/2020
37i9dQZF1DXcBWIGoYBM5M,Pop,4TnjEaWOeW0eKTKIEvJyCa,36,Falling,2020-07-01T19:05:02Z,91,159381,79,Falling,single,|Trevor Daniel,10/5/2018,10,0,4,0.123,0.784,0.43,0,0.0887,-8.756,0.0364,0.236,127.087,7/1/2020
37i9dQZF1DXcBWIGoYBM5M,Pop,50Td3qilgs8BLtv8mHyT1t,37,Control,2020-07-01T19:05:02Z,82,230880,79,Control,single,|Zoe Wees,3/13/2020,4,1,4,0.643,0.599,0.465,1.57E-06,0.149,-4.95,0.0314,0.0678,113.82,7/1/2020
37i9dQZF1DXcBWIGoYBM5M,Pop,0dZpw3h6KZhcHec61qwevZ,38,Banana (feat. Shaggy) - DJ FLe - Minisiren Remix,2020-07-01T19:05:02Z,84,210328,78,Banana (feat. Shaggy) [DJ FLe - Minisiren Remix],single,|Conkarah|Shaggy|DJ Fle,5/15/2020,8,1,4,0.016,0.824,0.854,4.95E-05,0.117,-5.312,0.177,0.896,95.114,7/1/2020
37i9dQZF1DXcBWIGoYBM5M,Pop,4w47S36wQGBhGg073q3nt7,39,TKN (feat. Travis Scott),2020-07-01T19:05:02Z,91,129370,79,TKN (feat. Travis Scott),single,|ROSALÍA|Travis Scott,5/28/2020,0,0,4,0.192,0.776,0.509,1.49E-06,0.115,-6.266,0.467,0.485,94.634,7/1/2020
37i9dQZF1DXcBWIGoYBM5M,Pop,4zTPYAf5scZdp0LnwPPeWK,40,Deep End Freestyle,2020-07-01T19:05:02Z,86,115200,79,Deep End Freestyle,single,|Sleepy Hallow|Fousheé,4/3/2020,4,0,4,0.703,0.876,0.479,0,0.102,-6.687,0.44,0.776,133.858,7/1/2020
37i9dQZF1DXcBWIGoYBM5M,Pop,527k23H0A4Q0UJN3vGs0Da,41,After Party,2020-07-01T19:05:02Z,90,167915,79,Heaven Or Hell,album,|Don Toliver,3/13/2020,5,1,4,0.00981,0.629,0.692,0.331,0.603,-8.045,0.0376,0.453,162.948,7/1/2020
37i9dQZF1DXcBWIGoYBM5M,Pop,7ge7BHazYbVKi8qyZUX1Bm,42,Emotionally Scarred,2020-07-01T19:05:02Z,83,197529,79,My Turn,album,|Lil Baby,2/28/2020,6,0,4,0.0286,0.585,0.641,0,0.316,-4.269,0.133,0.266,88.284,7/1/2020
37i9dQZF1DXcBWIGoYBM5M,Pop,6R6ZoHTypt5lt68MWbzZXv,43,Sour Candy (with BLACKPINK),2020-07-01T19:05:02Z,86,157706,78,Sour Candy (with BLACKPINK),single,|Lady Gaga|BLACKPINK,5/28/2020,9,0,4,0.0604,0.752,0.87,1.12E-05,0.489,-3.812,0.0623,0.784,120.006,7/1/2020
37i9dQZF1DXcBWIGoYBM5M,Pop,3H3r2nKWa3Yk5gt8xgmsEt,44,This City,2020-07-01T19:05:02Z,86,194853,79,This City,single,|Sam Fischer,12/11/2019,11,1,4,0.731,0.602,0.377,0,0.0808,-6.213,0.0446,0.518,73.877,7/1/2020
37i9dQZF1DXcBWIGoYBM5M,Pop,7ce20yLkzuXXLUhzIDoZih,45,Before You Go,2020-07-01T19:05:02Z,88,215106,79,Before You Go,single,|Lewis Capaldi,11/19/2019,3,1,4,0.604,0.459,0.575,0,0.0885,-4.858,0.0573,0.183,111.881,7/1/2020
37i9dQZF1DXcBWIGoYBM5M,Pop,39Yp9wwQiSRIDOvrVg7mbk,46,THE SCOTTS,2020-07-01T19:05:02Z,95,165977,79,THE SCOTTS,single,|THE SCOTTS|Travis Scott|Kid Cudi,4/24/2020,0,0,4,0.233,0.716,0.537,0,0.157,-7.648,0.0514,0.28,129.979,7/1/2020
37i9dQZF1DXcBWIGoYBM5M,Pop,47EWMOElkkbMp5m9SBkx7d,47,IDK You Yet,2020-07-01T19:05:02Z,85,184638,79,IDK You Yet,single,|Alexander 23,4/9/2020,1,1,1,0.884,0.629,0.306,0.0776,0.124,-11.735,0.0424,0.191,76.994,7/1/2020
37i9dQZF1DXcBWIGoYBM5M,Pop,4uqh9bualXNHXXwO2wPorc,48,Daisies,2020-07-01T19:05:02Z,86,173123,79,Daisies,single,|Katy Perry,5/15/2020,1,1,4,0.0837,0.639,0.546,0,0.122,-5.382,0.0407,0.149,122.179,7/1/2020
37i9dQZF1DXcBWIGoYBM5M,Pop,0nbXyq5TXYPCO7pr3N8S4I,49,The Box,2020-07-01T19:05:02Z,94,196652,79,Please Excuse Me For Being Antisocial,album,|Roddy Ricch,12/6/2019,10,0,4,0.104,0.896,0.586,0,0.79,-6.687,0.0559,0.642,116.971,7/1/2020
37i9dQZF1DXcBWIGoYBM5M,Pop,0SqqAgdovOE24BzxIClpjw,50,Yo Perreo Sola,2020-07-01T19:05:02Z,91,172127,79,YHLQMDLG,album,|Bad Bunny,2/28/2020,11,1,4,0.021,0.86,0.758,6.54E-05,0.344,-5.16,0.0695,0.453,97.014,7/1/2020
37i9dQZF1DWUa8ZRTfalHk,Pop,4P6IttK2PRBjyr3fm0pP7t,1,Past Life (with Selena Gomez),2020-07-01T16:01:00Z,75,186480,79,Past Life (with Selena Gomez),single,|Trevor Daniel|Selena Gomez,6/26/2020,3,1,4,0.103,0.566,0.542,0,0.149,-5.084,0.0562,0.281,159.863,7/1/2020
37i9dQZF1DWUa8ZRTfalHk,Pop,50wetCP0Nsx5sIaFHCYlCe,2,Love Somebody,2020-07-01T16:01:00Z,73,142773,79,Without You,single,|Lauv,6/24/2020,7,1,4,0.262,0.465,0.468,0,0.0639,-7.799,0.134,0.373,83.366,7/1/2020
37i9dQZF1DWUa8ZRTfalHk,Pop,2LUdpPCiiza6UQugipjMeS,3,Stunnin',2020-07-01T16:01:00Z,82,144013,0,Stunnin',single,|Curtis Waters|Harm Franklin,5/19/2020,11,0,4,0.329,0.906,0.604,0,0.255,-8.332,0.0746,0.899,99.996,7/1/2020
37i9dQZF1DWUa8ZRTfalHk,Pop,1UNs8AlFM8c0uAkSyjIW3P,4,Girlfriend,2020-07-01T16:01:00Z,71,177438,79,Girlfriend,single,|Charlie Puth,6/23/2020,1,1,4,0.18,0.758,0.583,5.12E-05,0.107,-6.361,0.0421,0.797,97.537,7/1/2020
37i9dQZF1DWUa8ZRTfalHk,Pop,0l4AReW2LuX0yStPfgQgSR,5,Giants,2020-07-01T16:01:00Z,71,177173,79,Giants,single,|Dermot Kennedy,6/24/2020,8,0,4,0.0145,0.579,0.839,3.04E-05,0.201,-5.409,0.0703,0.589,158.141,7/1/2020
37i9dQZF1DWUa8ZRTfalHk,Pop,2ccNaerby1wXA993dY6XsR,6,if this is the last time,2020-07-01T16:01:00Z,0,203842,79,if this is the last time,single,|LANY,7/1/2020,11,1,4,0.0175,0.565,0.586,0,0.204,-7.726,0.0363,0.43,147.986,7/1/2020
37i9dQZF1DWUa8ZRTfalHk,Pop,7nIPkUEV3HYE7yzXHvGOVB,7,vicious (feat. Lil Mosey),2020-07-01T16:01:00Z,70,184846,79,vicious (feat. Lil Mosey),single,|Tate McRae|Lil Mosey,6/19/2020,5,0,4,0.0354,0.697,0.74,0,0.135,-5.327,0.0558,0.44,156.127,7/1/2020
37i9dQZF1DWUa8ZRTfalHk,Pop,5z8uLrYMcUVvzTV28twt44,8,Slow Grenade,2020-07-01T16:01:00Z,0,217493,79,Slow Grenade,single,|Ellie Goulding|Lauv,6/30/2020,9,1,4,0.0996,0.758,0.562,0,0.0996,-6.302,0.0771,0.581,142.035,7/1/2020
37i9dQZF1DWUa8ZRTfalHk,Pop,5T490vvoFNU6psep0NPmxs,9,Savage Love (Laxed - Siren Beat),2020-07-01T16:01:00Z,83,171374,78,Savage Love (Laxed - Siren Beat),single,|Jawsh 685|Jason Derulo,6/9/2020,3,1,4,0.243,0.795,0.48,0,0.271,-8.556,0.0688,0.723,149.919,7/1/2020
37i9dQZF1DWUa8ZRTfalHk,Pop,3vAn0qZzdyuHamcrpkfiX3,10,How You Like That,2020-07-01T16:01:00Z,84,181263,57,How You Like That,single,|BLACKPINK,6/26/2020,11,1,4,0.0748,0.827,0.776,2.29E-05,0.0585,-4.015,0.0778,0.348,130.017,7/1/2020
37i9dQZF1DWUa8ZRTfalHk,Pop,4slSrbTK1sNK4I1mDYEthf,11,Rover (feat. DTG),2020-07-01T16:01:00Z,87,167916,79,Rover (feat. DTG),single,|S1mba|DTG,3/4/2020,11,0,5,0.496,0.613,0.624,0,0.283,-6.66,0.206,0.804,62.948,7/1/2020
37i9dQZF1DWUa8ZRTfalHk,Pop,7mEUjhl6aTztdHCrxoTgBG,12,Wash Us In The Blood,2020-07-01T16:01:00Z,0,189827,79,Wash Us In The Blood (feat. Travis Scott),single,|Kanye West|Travis Scott,6/30/2020,10,1,4,0.184,0.67,0.847,0,0.304,-4.85,0.409,0.381,137.22,7/1/2020
37i9dQZF1DWUa8ZRTfalHk,Pop,0xEW9gPv5wNuS84pXGG3lc,13,Running On My Mind,2020-07-01T16:01:00Z,80,156721,79,Running On My Mind,single,|Ali Gatie,5/28/2020,5,1,4,0.464,0.619,0.453,0,0.149,-7.697,0.0264,0.217,96.021,7/1/2020
37i9dQZF1DWUa8ZRTfalHk,Pop,2wT9ZttmUbrxjNdhU9WvG1,14,Bitter,2020-07-01T16:01:00Z,60,194749,0,Bitter,single,|FLETCHER|Kito,5/13/2020,6,0,4,0.393,0.724,0.594,0.00116,0.0889,-7.126,0.102,0.413,136.002,7/1/2020
37i9dQZF1DWUa8ZRTfalHk,Pop,7JDWhC422Gtk1Bq0mL3OTC,15,feel something,2020-07-01T16:01:00Z,74,180161,79,feel something,single,|Bea Miller,6/21/2019,0,1,4,0.242,0.74,0.415,0.000156,0.319,-8.914,0.0707,0.156,136.029,7/1/2020
37i9dQZF1DWUa8ZRTfalHk,Pop,2NWVdwbd2hPIzC2lyf4y63,16,Moral of the Story (feat. Niall Horan),2020-07-01T16:01:00Z,76,198515,79,Moral of the Story (feat. Niall Horan),single,|Ashe|Niall Horan,6/17/2020,10,1,4,0.495,0.599,0.374,0,0.221,-8.896,0.0385,0.224,119.9,7/1/2020
37i9dQZF1DWUa8ZRTfalHk,Pop,50Td3qilgs8BLtv8mHyT1t,17,Control,2020-07-01T16:01:00Z,82,230880,79,Control,single,|Zoe Wees,3/13/2020,4,1,4,0.643,0.599,0.465,1.57E-06,0.149,-4.95,0.0314,0.0678,113.82,7/1/2020
37i9dQZF1DWUa8ZRTfalHk,Pop,4JB0EAT4BkLShTyTt50FmO,18,"Ego Death (feat. Kanye West, FKA twigs & Skrillex)",2020-07-01T16:01:00Z,0,231066,79,"Ego Death (feat. Kanye West, FKA twigs & Skrillex)",single,|Ty Dolla $ign|FKA twigs|Skrillex|Kanye West,7/1/2020,0,0,4,0.316,0.755,0.578,0,0.25,-8.932,0.145,0.581,94.148,7/1/2020
37i9dQZF1DWUa8ZRTfalHk,Pop,1IIKrJVP1C9N7iPtG6eOsK,19,Go Crazy,2020-07-01T16:01:00Z,85,176960,79,Slime & B,album,|Chris Brown|Young Thug,5/8/2020,1,1,4,0.0154,0.741,0.668,0,0.0803,-5.874,0.363,0.737,165.037,7/1/2020
37i9dQZF1DWUa8ZRTfalHk,Pop,07twUUK8jWUCVsrSoEgbLW,20,Back At It (feat. Lil Baby),2020-07-01T16:01:00Z,70,156532,79,Back At It (feat. Lil Baby),single,|Lil Mosey|Lil Baby,6/26/2020,7,1,4,0.48,0.687,0.478,6.82E-06,0.456,-7.286,0.149,0.494,137.852,7/1/2020
37i9dQZF1DWUa8ZRTfalHk,Pop,4AEh58vrpgsaajUZVzzzqQ,21,Nobody To Love,2020-07-01T16:01:00Z,64,213193,79,Nobody To Love,single,|Anthony Russo,5/14/2020,11,1,4,0.268,0.746,0.741,0,0.644,-5.459,0.0567,0.72,119.983,7/1/2020
37i9dQZF1DWUa8ZRTfalHk,Pop,3D8sT8D3f5egWSQnF0fbqu,22,Chicken Tenders,2020-07-01T16:01:00Z,67,170405,79,Chicken Tenders,single,|Dominic Fike,6/26/2020,8,0,4,0.156,0.682,0.683,2.32E-05,0.273,-6.444,0.0287,0.64,120.023,7/1/2020
37i9dQZF1DWUa8ZRTfalHk,Pop,57RA3JGafJm5zRtKJiKPIm,23,Are You Bored Yet? (feat. Clairo),2020-07-01T16:01:00Z,84,178000,79,Nothing Happens,album,|Wallows|Clairo,3/22/2019,11,0,4,0.358,0.816,0.677,0,0.165,-4.057,0.197,0.571,78.979,7/1/2020
37i9dQZF1DWUa8ZRTfalHk,Pop,7A9rdAz2M6AjRwOa34jxIP,24,Ur So F**kInG cOoL,2020-07-01T16:01:00Z,66,172746,2,Ur So F**kInG cOoL,single,|Tones And I,5/29/2020,10,0,4,0.36,0.856,0.622,0,0.0875,-5.217,0.0564,0.778,114.976,7/1/2020
37i9dQZF1DWUa8ZRTfalHk,Pop,2gGLpMzoo80A7jGEIr4ou8,25,Naked,2020-07-01T16:01:00Z,66,210921,79,Naked,single,|Jonas Blue|MAX,6/26/2020,3,1,4,0.00512,0.638,0.683,9.62E-06,0.085,-8.121,0.0554,0.365,103.023,7/1/2020
37i9dQZF1DWUa8ZRTfalHk,Pop,6WbTTAGKrQtCQvmc5BuYfh,26,Girls in the Hood,2020-07-01T16:01:00Z,72,154323,79,Girls in the Hood,single,|Megan Thee Stallion,6/26/2020,5,0,4,0.0451,0.729,0.619,0,0.0953,-6.155,0.0346,0.623,123.061,7/1/2020
37i9dQZF1DWUa8ZRTfalHk,Pop,5pJxu65FHLDUenDc6ZhpY3,27,Had Enough,2020-07-01T16:01:00Z,63,193441,79,Had Enough,single,|G-Eazy,6/25/2020,9,1,4,0.617,0.676,0.525,0,0.356,-5.88,0.028,0.421,112.011,7/1/2020
37i9dQZF1DWUa8ZRTfalHk,Pop,4iWKQu7GcqRl1aVll2PD20,28,Only A Fool (with Pink Sweat$),2020-07-01T16:01:00Z,73,166687,79,Only A Fool (with Pink Sweat$),single,|Galantis|Ship Wrek|Pink Sweat$,5/29/2020,9,1,4,0.29,0.762,0.596,0,0.0691,-8.152,0.075,0.378,116.887,7/1/2020
37i9dQZF1DWUa8ZRTfalHk,Pop,4ja2gzrNh9VNigzoXfmbwD,29,Mariposa,2020-07-01T16:01:00Z,83,210000,79,Mariposa,single,|Peach Tree Rascals,8/28/2019,0,1,4,0.775,0.611,0.311,0,0.0872,-8.92,0.0391,0.36,130.879,7/1/2020
37i9dQZF1DWUa8ZRTfalHk,Pop,6TNWeqDnqdqIQWYMWZmzTA,30,Fire Drill,2020-07-01T16:01:00Z,68,255153,79,Fire Drill,single,|Melanie Martinez,6/26/2020,2,0,4,0.263,0.718,0.403,1.56E-06,0.228,-11.064,0.205,0.636,129.582,7/1/2020
37i9dQZF1DWUa8ZRTfalHk,Pop,1fpyZfZKpympQ7aq6cgRaU,31,Second Time Around,2020-07-01T16:01:00Z,60,237373,79,Second Time Around,single,|Quinn XCII,6/26/2020,5,1,4,0.00626,0.572,0.751,0,0.162,-3.28,0.203,0.376,174.01,7/1/2020
37i9dQZF1DWUa8ZRTfalHk,Pop,4IOYk6epkzXT38U4ShauZ6,32,Kolors,2020-07-01T16:01:00Z,78,177855,79,Soulection White Label - Monte Booker,single,|Monte Booker|Smino,6/29/2016,2,1,4,0.248,0.717,0.866,0,0.385,-3.662,0.0474,0.734,154.889,7/1/2020
37i9dQZF1DWUa8ZRTfalHk,Pop,25Q6XHjKEyaXzCvKlwDpPP,33,Big Love (with EARTHGANG),2020-07-01T16:01:00Z,63,167480,79,Here For Now,album,|Louis The Child|EARTHGANG,6/26/2020,6,1,4,0.276,0.732,0.511,0,0.0916,-6.779,0.0541,0.62,96.946,7/1/2020
37i9dQZF1DWUa8ZRTfalHk,Pop,5jQjEMneCQ265nbeQV5nrd,34,System,2020-07-01T16:01:00Z,52,129116,0,System,single,|Curtis Waters,6/23/2020,11,0,4,0.0461,0.581,0.639,0,0.111,-7.006,0.379,0.449,149.687,7/1/2020
