Playlist ID,Genre,Track ID,Track Position,Track Name,Track Added At,Track Popularity,Track Duration,Available Markets,Album,Album Type,Artist,Release Date,Key,Mode,Time Signature,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Valence,Tempo,Date Sourced
37i9dQZF1DXcBWIGoYBM5M,Metal,2tTmW7RDtMQtBk7m2rYeSw,24,"Quevedo: Bzrp Music Sessions, Vol. 52",2022-10-21T04:00:55Z,98,198937,183,"Quevedo: Bzrp Music Sessions, Vol. 52",single,|Bizarrap|Quevedo,7/6/2022,2,1,4,0.0125,0.621,0.782,0.033,0.23,-5.548,0.044,0.55,128.033,10/22/2022
37i9dQZF1DXcBWIGoYBM5M,Metal,1Ame8XTX6QHY0l0ahqUhgv,25,THE LONELIEST,2022-10-21T04:00:55Z,85,247067,183,THE LONELIEST,single,|Måneskin,10/7/2022,2,1,4,0.00151,0.519,0.595,0,0.0762,-5.001,0.0283,0.237,129.786,10/22/2022
37i9dQZF1DXcBWIGoYBM5M,Metal,0mBP9X2gPCuapvpZ7TGDk3,26,Left and Right (Feat. Jung Kook of BTS),2022-10-21T04:00:55Z,91,154486,179,Left and Right (Feat. Jung Kook of BTS),single,|Charlie Puth|Jung Kook|BTS,6/24/2022,2,1,4,0.619,0.881,0.592,1.32E-05,0.0901,-4.898,0.0324,0.719,101.058,10/22/2022
37i9dQZF1DXcBWIGoYBM5M,Metal,5odlY52u43F5BjByhxg7wg,27,golden hour,2022-10-21T04:00:55Z,82,209259,180,this is what ____ feels like (Vol. 1-4),album,|JVKE,9/23/2022,4,1,3,0.653,0.515,0.593,0.162,0.25,-4.801,0.0322,0.153,94.467,10/22/2022
37i9dQZF1DXcBWIGoYBM5M,Metal,5ildQOEKmJuWGl2vRkFdYc,28,DESPECHÁ,2022-10-21T04:00:55Z,94,157017,183,DESPECHÁ,single,|ROSALÍA,7/28/2022,7,1,4,0.184,0.919,0.623,1.63E-05,0.0609,-6.521,0.0992,0.775,130.037,10/22/2022
37i9dQZF1DXcBWIGoYBM5M,Metal,39JofJHEtg8I4fSyo7Imft,29,B.O.T.A. (Baddest Of Them All) - Edit,2022-10-21T04:00:55Z,89,226626,182,B.O.T.A. (Baddest Of Them All),single,|Eliza Rose|Interplanetary Criminal,8/12/2022,0,1,4,0.164,0.736,0.906,0.585,0.106,-7.589,0.048,0.698,137.001,10/22/2022
37i9dQZF1DXcBWIGoYBM5M,Metal,2rmwqU7yzTvzkiaRV53DpT,30,2 Be Loved (Am I Ready),2022-10-21T04:00:55Z,84,187107,182,Special,album,|Lizzo,7/15/2022,7,1,4,0.0922,0.721,0.769,0,0.0817,-4.111,0.105,0.915,155.932,10/22/2022
37i9dQZF1DXcBWIGoYBM5M,Metal,1xK59OXxi2TAAAbmZK0kBL,31,Romantic Homicide,2022-10-21T04:00:55Z,93,132630,182,Romantic Homicide,single,|d4vd,7/20/2022,6,1,4,0.453,0.571,0.544,0.00805,0.322,-10.613,0.0299,0.216,132.052,10/22/2022
37i9dQZF1DXcBWIGoYBM5M,Metal,10xV5l9nhLvFpR8mqzs0bL,32,Numb,2022-10-21T04:00:55Z,87,155588,183,Numb,single,|Marshmello|Khalid,6/10/2022,0,0,4,0.121,0.912,0.774,0.0127,0.101,-4.673,0.0455,0.632,119.966,10/22/2022
37i9dQZF1DXcBWIGoYBM5M,Metal,3WMj8moIAXJhHsyLaqIIHI,33,Something in the Orange,2022-10-21T04:00:55Z,89,228013,182,Something in the Orange,single,|Zach Bryan,4/22/2022,4,0,3,0.555,0.369,0.192,8.35E-06,0.0954,-12.151,0.04,0.148,175.212,10/22/2022
37i9dQZF1DXcBWIGoYBM5M,Metal,2TktkzfozZifbQhXjT6I33,34,Evergreen (You Didn’t Deserve Me At All),2022-10-21T04:00:55Z,88,216680,182,Ivory,album,|Omar Apollo,4/8/2022,9,1,3,0.598,0.697,0.336,0.00528,0.107,-10.395,0.0424,0.31,82.029,10/22/2022
37i9dQZF1DXcBWIGoYBM5M,Metal,5uSFGgIfHMT3osrAd9n9ym,35,Forget Me,2022-10-21T04:00:55Z,88,203472,182,Forget Me,single,|Lewis Capaldi,9/9/2022,1,0,4,0.296,0.669,0.742,0,0.355,-3.518,0.0441,0.716,101.982,10/22/2022
37i9dQZF1DXcBWIGoYBM5M,Metal,5hnGrTBaEsdukpDF6aZg8a,36,How Do I Say Goodbye,2022-10-21T04:00:55Z,86,163603,182,How Do I Say Goodbye,single,|Dean Lewis,8/31/2022,8,1,4,0.214,0.4,0.641,0,0.0656,-6.303,0.0674,0.393,81.552,10/22/2022
37i9dQZF1DXcBWIGoYBM5M,Metal,0ARKW62l9uWIDYMZTUmJHF,37,Shut Down,2022-10-21T04:00:55Z,88,175889,127,BORN PINK,album,|BLACKPINK,9/16/2022,0,1,3,0.00412,0.82,0.686,0,0.184,-5.102,0.038,0.668,110.058,10/22/2022
37i9dQZF1DXcBWIGoYBM5M,Metal,4zrKN5Sv8JS5mqnbVcsul7,38,Celestial,2022-10-21T04:00:55Z,85,209026,182,Celestial,single,|Ed Sheeran,9/29/2022,2,1,4,0.0529,0.574,0.852,0,0.161,-1.248,0.0397,0.501,123.038,10/22/2022
37i9dQZF1DXcBWIGoYBM5M,Metal,4h4QlmocP3IuwYEj2j14p8,39,Sunroof,2022-10-21T04:00:55Z,92,163025,183,Sunroof,single,|Nicky Youre|dazy,12/3/2021,10,1,4,0.352,0.768,0.714,0,0.15,-5.11,0.0401,0.842,131.443,10/22/2022
37i9dQZF1DXcBWIGoYBM5M,Metal,59nOXPmaKlBfGMDeOVGrIK,40,WAIT FOR U (feat. Drake & Tems),2022-10-21T04:00:55Z,89,189893,183,I NEVER LIKED YOU,album,|Future|Drake|Tems,4/29/2022,1,1,4,0.314,0.463,0.642,0,0.0686,-4.474,0.34,0.339,83.389,10/22/2022
37i9dQZF1DXcBWIGoYBM5M,Metal,74loibzxXRL875X20kenvk,41,Poland,2022-10-21T04:00:55Z,85,83200,182,Poland,single,|Lil Yachty,10/11/2022,5,0,4,0.141,0.695,0.555,0.826,0.11,-8.5,0.0509,0.26,150.024,10/22/2022
37i9dQZF1DXcBWIGoYBM5M,Metal,5HCyWlXZPP0y6Gqq8TgA20,42,STAY (with Justin Bieber),2022-10-21T04:00:55Z,89,141805,182,STAY (with Justin Bieber),single,|The Kid LAROI|Justin Bieber,7/9/2021,1,1,4,0.0383,0.591,0.764,0,0.103,-5.484,0.0483,0.478,169.928,10/22/2022
37i9dQZF1DXcBWIGoYBM5M,Metal,0T5iIrXA4p5GsubkhuBIKV,43,Until I Found You,2022-10-21T04:00:55Z,89,177720,183,Until I Found You,single,|Stephen Sanchez,9/1/2021,10,1,3,0.727,0.539,0.508,0,0.174,-6.05,0.0288,0.227,101.358,10/22/2022
37i9dQZF1DXcBWIGoYBM5M,Metal,6Uj1ctrBOjOas8xZXGqKk4,44,Woman,2022-10-21T04:00:55Z,88,172626,183,Planet Her,album,|Doja Cat,6/25/2021,5,0,4,0.0888,0.824,0.764,0.00294,0.117,-4.175,0.0854,0.881,107.998,10/22/2022
37i9dQZF1DXcBWIGoYBM5M,Metal,3LtpKP5abr2qqjunvjlX5i,45,Doja,2022-10-21T04:00:55Z,92,97392,182,Doja,single,|Central Cee,7/21/2022,6,1,4,0.38,0.911,0.573,0,0.403,-7.43,0.288,0.972,140.04,10/22/2022
37i9dQZF1DXcBWIGoYBM5M,Metal,27ZZdyTSQWI7Cug2d2PkqV,46,BILLIE EILISH.,2022-10-21T04:00:55Z,89,99282,182,BILLIE EILISH.,single,|Armani White,5/19/2022,1,1,4,0.115,0.9,0.509,1.67E-06,0.0937,-6.647,0.257,0.765,100.007,10/22/2022
37i9dQZF1DXcBWIGoYBM5M,Metal,6xGruZOHLs39ZbVccQTuPZ,47,Glimpse of Us,2022-10-21T04:00:55Z,94,233456,182,Glimpse of Us,single,|Joji,6/10/2022,8,1,3,0.891,0.44,0.317,4.78E-06,0.141,-9.258,0.0531,0.268,169.914,10/22/2022
37i9dQZF1DXcBWIGoYBM5M,Metal,2WigMwGJysIh9fRnSJvpjn,48,KU LO SA - A COLORS SHOW,2022-10-21T04:00:55Z,87,147580,183,KU LO SA - A COLORS SHOW,single,|Oxlade,6/10/2022,10,0,4,0.307,0.649,0.655,0,0.22,-5.534,0.0652,0.793,92.9,10/22/2022
37i9dQZF1DXcBWIGoYBM5M,Metal,0QBzMgT7NIeoCYy3sJCof1,49,Bam Bam (feat. Ed Sheeran),2022-10-21T04:00:55Z,87,206070,182,Bam Bam (feat. Ed Sheeran),single,|Camila Cabello|Ed Sheeran,3/4/2022,8,1,4,0.182,0.756,0.697,0,0.333,-6.377,0.0401,0.956,94.996,10/22/2022
37i9dQZF1DXcBWIGoYBM5M,Metal,59CfNbkERJ3NoTXDvoURjj,50,Boyfriend,2022-10-21T04:00:55Z,86,153000,183,Boyfriend,single,|Dove Cameron,2/11/2022,7,0,3,0.232,0.345,0.612,0,0.194,-6.543,0.0608,0.232,179.773,10/22/2022
37i9dQZF1DX0kbJZpiYdZl,Rock,0V3wPSX9ygBnCm8psDIegu,1,Anti-Hero,2022-10-21T04:00:00Z,0,200690,182,Midnights,album,|Taylor Swift,10/21/2022,4,1,4,0.13,0.637,0.643,1.80E-06,0.142,-6.571,0.0519,0.533,97.008,10/22/2022
37i9dQZF1DX0kbJZpiYdZl,Rock,3nqQXoyQOWXiESFLlDF1hG,2,Unholy (feat. Kim Petras),2022-10-21T04:00:00Z,100,156943,182,Unholy (feat. Kim Petras),single,|Sam Smith|Kim Petras,9/22/2022,2,1,4,0.013,0.714,0.472,4.51E-06,0.266,-7.375,0.0864,0.238,131.121,10/22/2022
37i9dQZF1DX0kbJZpiYdZl,Rock,1xK59OXxi2TAAAbmZK0kBL,3,Romantic Homicide,2022-10-21T04:00:00Z,93,132630,182,Romantic Homicide,single,|d4vd,7/20/2022,6,1,4,0.453,0.571,0.544,0.00805,0.322,-10.613,0.0299,0.216,132.052,10/22/2022
37i9dQZF1DX0kbJZpiYdZl,Rock,4C6Uex2ILwJi9sZXRdmqXp,4,Super Freaky Girl,2022-10-21T04:00:00Z,92,170977,182,Super Freaky Girl,single,|Nicki Minaj,8/12/2022,2,1,4,0.0645,0.95,0.891,1.77E-05,0.309,-2.653,0.241,0.912,133.01,10/22/2022
37i9dQZF1DX0kbJZpiYdZl,Rock,1IHWl5LamUGEuP4ozKQSXZ,5,Tití Me Preguntó,2022-10-21T04:00:00Z,97,243716,183,Un Verano Sin Ti,album,|Bad Bunny,5/6/2022,5,0,4,0.0993,0.65,0.715,0.000291,0.126,-5.198,0.253,0.187,106.672,10/22/2022
37i9dQZF1DX0kbJZpiYdZl,Rock,5CM4UuQ9Gnd6K2YyKGPMoK,6,Bad Habit,2022-10-21T04:00:00Z,92,232114,182,Bad Habit,single,|Steve Lacy,6/29/2022,1,1,4,0.626,0.686,0.507,7.51E-05,0.383,-7.097,0.0357,0.69,168.955,10/22/2022
37i9dQZF1DX0kbJZpiYdZl,Rock,1xzi1Jcr7mEi9K2RfzLOqS,7,CUFF IT,2022-10-21T04:00:00Z,93,225388,183,RENAISSANCE,album,|Beyoncé,7/29/2022,7,1,4,0.0368,0.78,0.689,9.69E-06,0.0698,-5.668,0.141,0.642,115.042,10/22/2022
37i9dQZF1DX0kbJZpiYdZl,Rock,3WMj8moIAXJhHsyLaqIIHI,8,Something in the Orange,2022-10-21T04:00:00Z,89,228013,182,Something in the Orange,single,|Zach Bryan,4/22/2022,4,0,3,0.555,0.369,0.192,8.35E-06,0.0954,-12.151,0.04,0.148,175.212,10/22/2022
37i9dQZF1DX0kbJZpiYdZl,Rock,0hquQWY3xvYqN4qtiquniF,9,Vegas (From the Original Motion Picture Soundtrack ELVIS),2022-10-21T04:00:00Z,89,182906,183,Vegas (From the Original Motion Picture Soundtrack ELVIS),single,|Doja Cat,5/6/2022,8,0,4,0.0777,0.801,0.601,3.23E-05,0.145,-7.574,0.255,0.74,159.969,10/22/2022
37i9dQZF1DX0kbJZpiYdZl,Rock,4LRPiXqCikLlN15c3yImP7,10,As It Was,2022-10-21T04:00:00Z,95,167303,182,As It Was,single,|Harry Styles,3/31/2022,6,0,4,0.342,0.52,0.731,0.00101,0.311,-5.338,0.0557,0.662,173.93,10/22/2022
37i9dQZF1DX0kbJZpiYdZl,Rock,4uUG5RXrOk84mYEfFvj3cK,11,I'm Good (Blue),2022-10-21T04:00:00Z,98,175238,182,I'm Good (Blue),single,|David Guetta|Bebe Rexha,8/26/2022,7,0,4,0.00383,0.561,0.965,7.07E-06,0.371,-3.673,0.0343,0.304,128.04,10/22/2022
37i9dQZF1DX0kbJZpiYdZl,Rock,4FyesJzVpA39hbYvcseO2d,12,Just Wanna Rock,2022-10-21T04:00:00Z,73,123890,182,Just Wanna Rock,single,|Lil Uzi Vert,10/17/2022,11,1,4,0.0652,0.486,0.545,0.00474,0.0642,-7.924,0.0336,0.0385,150.187,10/22/2022
37i9dQZF1DX0kbJZpiYdZl,Rock,1PckUlxKqWQs3RlWXVBLw3,13,About Damn Time,2022-10-21T04:00:00Z,89,191822,178,About Damn Time,single,|Lizzo,4/14/2022,10,0,4,0.0995,0.836,0.743,0,0.335,-6.305,0.0656,0.722,108.966,10/22/2022
37i9dQZF1DX0kbJZpiYdZl,Rock,4h9wh7iOZ0GGn8QVp4RAOB,14,I Ain't Worried,2022-10-21T04:00:00Z,96,148485,182,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",single,|OneRepublic,5/13/2022,0,1,4,0.0826,0.704,0.797,0.000745,0.0546,-5.927,0.0475,0.825,139.994,10/22/2022
37i9dQZF1DX0kbJZpiYdZl,Rock,7KokYm8cMIXCsGVmUvKtqf,15,Karma,2022-10-21T04:00:00Z,0,204852,182,Midnights,album,|Taylor Swift,10/21/2022,8,1,4,0.0734,0.642,0.62,0,0.483,-7.091,0.0666,0.0969,90.02,10/22/2022
37i9dQZF1DX0kbJZpiYdZl,Rock,3F5CgOj3wFlRv51JsHbxhe,16,Jimmy Cooks (feat. 21 Savage),2022-10-21T04:00:00Z,90,218364,182,"Honestly, Nevermind",album,|Drake|21 Savage,6/17/2022,0,1,4,0.000307,0.529,0.673,2.41E-06,0.093,-4.711,0.175,0.366,165.921,10/22/2022
37i9dQZF1DX0kbJZpiYdZl,Rock,0O6u0VJ46W86TxN9wgyqDj,17,I Like You (A Happier Song) (with Doja Cat),2022-10-21T04:00:00Z,91,192840,182,Twelve Carat Toothache,album,|Post Malone|Doja Cat,6/3/2022,5,1,4,0.121,0.733,0.67,0,0.121,-6.009,0.0751,0.472,100.964,10/22/2022
37i9dQZF1DX0kbJZpiYdZl,Rock,74loibzxXRL875X20kenvk,18,Poland,2022-10-21T04:00:00Z,85,83200,182,Poland,single,|Lil Yachty,10/11/2022,5,0,4,0.141,0.695,0.555,0.826,0.11,-8.5,0.0509,0.26,150.024,10/22/2022
37i9dQZF1DX0kbJZpiYdZl,Rock,27ZZdyTSQWI7Cug2d2PkqV,19,BILLIE EILISH.,2022-10-21T04:00:00Z,89,99282,182,BILLIE EILISH.,single,|Armani White,5/19/2022,1,1,4,0.115,0.9,0.509,1.67E-06,0.0937,-6.647,0.257,0.765,100.007,10/22/2022
37i9dQZF1DX0kbJZpiYdZl,Rock,6Zu3aw7FfjAF9WA0fA81Oq,20,Big Energy,2022-10-21T04:00:00Z,78,173182,183,Big Energy,single,|Latto,9/24/2021,11,0,4,0.0514,0.935,0.807,0,0.349,-3.838,0.114,0.813,106.017,10/22/2022
37i9dQZF1DX0kbJZpiYdZl,Rock,4cacyP5c3PMlfnyjpg13xW,21,Betty (Get Money),2022-10-21T04:00:00Z,87,146470,182,Betty (Get Money),single,|Yung Gravy,6/10/2022,1,1,4,0.00524,0.723,0.772,1.15E-05,0.367,-6.784,0.0792,0.58,102.004,10/22/2022
37i9dQZF1DX0kbJZpiYdZl,Rock,72yP0DUlWPyH8P7IoxskwN,22,Hold Me Closer,2022-10-21T04:00:00Z,89,202245,182,Hold Me Closer,single,|Elton John|Britney Spears,8/26/2022,0,1,4,0.0746,0.667,0.75,0.000198,0.197,-4.602,0.0906,0.486,126.041,10/22/2022
37i9dQZF1DX0kbJZpiYdZl,Rock,2TktkzfozZifbQhXjT6I33,23,Evergreen (You Didn’t Deserve Me At All),2022-10-21T04:00:00Z,88,216680,182,Ivory,album,|Omar Apollo,4/8/2022,9,1,3,0.598,0.697,0.336,0.00528,0.107,-10.395,0.0424,0.31,82.029,10/22/2022
37i9dQZF1DX0kbJZpiYdZl,Rock,54ipXppHLA8U4yqpOFTUhr,24,Bones,2022-10-21T04:00:00Z,84,165264,182,Mercury - Acts 1 & 2,album,|Imagine Dragons,7/1/2022,5,0,4,0.0201,0.772,0.75,0,0.074,-3.67,0.0455,0.587,114.061,10/22/2022
37i9dQZF1DX0kbJZpiYdZl,Rock,5ildQOEKmJuWGl2vRkFdYc,25,DESPECHÁ,2022-10-21T04:00:00Z,94,157017,183,DESPECHÁ,single,|ROSALÍA,7/28/2022,7,1,4,0.184,0.919,0.623,1.63E-05,0.0609,-6.521,0.0992,0.775,130.037,10/22/2022
37i9dQZF1DX0kbJZpiYdZl,Rock,0GNVXNz7Jkicfk2mp5OyG5,26,Stick Season,2022-10-21T04:00:00Z,81,182346,182,Stick Season,single,|Noah Kahan,7/8/2022,9,1,4,0.799,0.664,0.5,0,0.0966,-6.935,0.0651,0.801,117.896,10/22/2022
37i9dQZF1DX0kbJZpiYdZl,Rock,38T0tPVZHcPZyhtOcCP7pF,27,STAR WALKIN' (League of Legends Worlds Anthem),2022-10-21T04:00:00Z,90,210575,183,STAR WALKIN' (League of Legends Worlds Anthem),single,|Lil Nas X,9/22/2022,2,0,4,0.148,0.637,0.715,0,0.0892,-4.971,0.0455,0.308,141.872,10/22/2022
37i9dQZF1DX0kbJZpiYdZl,Rock,28n8z9IQKyjMPxmvYMBqZa,28,The Kind of Love We Make,2022-10-21T04:00:00Z,81,224426,183,The Kind of Love We Make,single,|Luke Combs,6/17/2022,1,1,4,0.0226,0.608,0.745,6.47E-06,0.0942,-4.13,0.0277,0.464,102.025,10/22/2022
37i9dQZF1DX0kbJZpiYdZl,Rock,0WtM2NBVQNNJLh6scP13H8,29,Calm Down (with Selena Gomez),2022-10-21T04:00:00Z,92,239317,182,Calm Down (with Selena Gomez),single,|Rema|Selena Gomez,8/25/2022,11,1,4,0.382,0.801,0.806,0.000669,0.114,-5.206,0.0381,0.802,106.999,10/22/2022
37i9dQZF1DX0kbJZpiYdZl,Rock,4686eQ81DEswHa90bcdlC9,30,Rock and A Hard Place,2022-10-21T04:00:00Z,84,207540,182,Rock and A Hard Place,single,|Bailey Zimmerman,6/10/2022,1,1,3,0.577,0.582,0.568,0,0.105,-7.3,0.0275,0.394,121.991,10/22/2022
37i9dQZF1DX0kbJZpiYdZl,Rock,5odlY52u43F5BjByhxg7wg,31,golden hour,2022-10-21T04:00:00Z,82,209259,180,this is what ____ feels like (Vol. 1-4),album,|JVKE,9/23/2022,4,1,3,0.653,0.515,0.593,0.162,0.25,-4.801,0.0322,0.153,94.467,10/22/2022
37i9dQZF1DX0kbJZpiYdZl,Rock,1rDQ4oMwGJI7B4tovsBOxc,32,First Class,2022-10-21T04:00:00Z,86,173947,178,First Class,single,|Jack Harlow,4/8/2022,8,1,4,0.0254,0.905,0.563,9.71E-06,0.113,-6.135,0.102,0.324,106.998,10/22/2022
37i9dQZF1DX0kbJZpiYdZl,Rock,4h4QlmocP3IuwYEj2j14p8,33,Sunroof,2022-10-21T04:00:00Z,92,163025,183,Sunroof,single,|Nicky Youre|dazy,12/3/2021,10,1,4,0.352,0.768,0.714,0,0.15,-5.11,0.0401,0.842,131.443,10/22/2022
